ID,OF1,OF2,OF3,OF4,OF5,OF6,OF7,OF8,OF9,OF10,OF11,OF12,OF13,OF14,OF15,OF16,OF17,OF18,OF19,OF20,OF21,OF22,OF23,OF24,OF25,OF26,OF27,OF28,OF29,OF30,OF31,OF32,OF33,OF34,OF35,OF36,OF37,OF38,F1,F2,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,S1,S2,S3,S4,S5,S6,PC,FC,WRI,SVT,VCHWC,HWCC,MC,PP,ST,SWP,DP,ADLM,ATDO,AOD,WS,WS_Function,WS_Benefit ,WS Benefit Score ,SFTS,SFS_Function,SFS_Benefit ,SFS Benefit Score,SR,SR_Function,SR_Benefit,SR Benefit Rating,PR,PR_Function,PR_Benefit,PR Benefit Rating,NR,NR_Function,NR_Benefit,NR Benefit Rating,WFR,WFR_Function,WFR_Benefit,WFR_Benefit Rating,CSP,CSP_Function,CC,CC_Function,OE,OE_Function,APP,APP_Function,APP_Benefit,APP Benefit Rating,FA,FA_Function,FA_Benefit,FA Benefit Rating ,FR,FR_Function,FR_Benefit,FR Benefit Rating ,AM,AM_Function,AM_Benefit,AM Benefit Rating,WBF,WBF_Function,WBF_Benefit,WBF Benefit Rating,WBN,WBN_Function,WBN_Benefit,WBN Benefit Rating,RSB,RSB_Function,RSB_Benefit,RSB Benefit Rating,KMH,KMH_Function,KMH_Benefit,KMH Benefit Rating,PH,PH_Function,PH_Benefit,PH Benefit Rating,POL,POL_Function,POL_Benefit,POL Benefit Rating,CRI_Benefit,PU Benefit Rating,Sens_Benefit,Sens Benefit Rating,STR_Benefit,STR Benefit Rating
72,0,2,4,6,0,3,0,3,4,2,3,0.0,2,4,4,4,3,0.42,0.0,3,3,2,0,2,3,3,1854,1,4,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,1,2,0,1,1,2,2,2,2,2,2,3,2,1,1,0,1,0,0,2,3,2,1,0,1,0,2,2,2,1,3,4,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1.0,2,2,0,4,0,0,4,0,1,0,0,5,0,0,0,6,0.007692307692307693,0,4.52,137.21428571428572,0.21428571428571427,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,3,0,0,2,0,2,2,2,3.7,110.7,107.0,7.46,2,0.0,1,0.99,0,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,3.75,1.0,0,0,9.34,2,7.31,2,0.0,0,4.16,1,6.43,2,5.41,1,3.12,1,3.96,1,0.0,1,7.16,2,10.0,2,6.78,1,10.0,2,7.32,2,10.0,2,9.8,2,10.0,2,4.12,1,0.0,0,9.79,2,10.0,2,9.87,2,10.0,2,0.0,0,5.9,1,0.0,0
73,0,3,4,6,0,3,0,3,4,2,0,0.0,0,4,4,4,3,0.46,0.0,3,3,1,0,2,3,3,1730,1,5,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,1,2,3,2,1,1,3,0,2,3,0,6,1,2,1,2,1,0,0,2,0,1,1,1,0,0,1,2,2,3,0,2,0,0,1,1,1,4,1,2,1,4,1,1,1,1,2,1,0,1,0,4,0.0,0,2,0,3,1,1,4,0,1,0,2,5,0,0,0,6,0.0,2,7.03,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,0,0,0,1,0,2,4,2,0.0,149.0,149.0,5.08,1,0.0,0,5.13,1,3.45,1,4.0,1,4.24,1,4.22,1,6.09,2,4.9,2,4.02,1,7.34,2.0,0,0,7.72,2,8.56,2,8.23,1,8.74,2,10.0,2,7.89,1,5.38,1,9.67,2,4.91,1,10.12,2,8.14,2,7.9,2,10.0,2,9.47,2,10.0,2,6.92,2,7.52,2,10.94,2,0.0,0,8.55,2,10.0,2,9.4,2,10.0,2,0.0,0,6.35,2,2.78,0
74,0,2,4,6,0,3,0,3,3,2,4,0.0,6,2,4,3,3,0.7,1.0,3,3,2,0,2,3,3,1730,1,5,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0,2,3,1,1,1,5,1,1,1,0,2,3,1,2,0,1,0,0,4,0,1,0,0,0,0,0,3,3,1,1,4,0,0,1,1,0,2,1,3,4,4,2,1,0,0,1,0,0,0,0,4,0.0,0,2,0,4,0,0,4,0,1,0,1,5,0,0,0,6,0.0,3,6.5,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,2,0.0,33.0,33.0,3.01,1,0.0,0,9.22,2,3.88,1,4.27,1,10.0,2,4.47,1,10.0,2,3.17,1,10.0,2,5.57,1.0,4,1,5.78,1,7.09,2,6.97,1,6.53,2,10.0,2,7.23,1,3.17,1,9.53,2,0.0,0,1.19,0,10.0,2,6.37,1,10.0,2,7.64,2,10.0,2,9.43,2,8.6,2,10.94,2,10.0,2,9.04,2,10.0,2,9.37,2,10.0,2,0.0,0,4.74,1,0.0,0
75,0,3,4,5,0,3,0,3,4,2,0,0.0,4,3,2,4,3,0.29,0.0,3,3,1,0,2,1,3,2078,1,5,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,3,2,2,1,1,1,1,1,2,4,2,63,2,3,1,2,1,0,0,1,0,2,1,2,0,0,1,4,1,3,0,2,0,0,1,1,1,3,1,2,2,4,1,1,0,0,2,1,0,0,0,2,0.0,0,2,0,4,0,0,3,0,1,0,1,5,0,0,0,6,0.0,2,6.33,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,1,0,1,5,2,0.0,4.0,4.0,1.93,0,0.0,0,7.16,2,10.0,2,3.12,0,4.22,1,2.55,0,5.95,2,3.23,1,3.72,1,7.71,2.0,0,0,3.71,0,8.36,2,8.96,2,8.43,2,5.4,1,8.43,1,5.4,1,11.02,2,4.94,1,5.34,1,8.68,2,7.99,2,10.0,2,9.64,2,10.0,2,6.75,1,8.2,2,10.94,2,7.5,2,6.67,1,10.0,2,9.56,2,10.0,2,0.0,0,4.2,1,2.16,0
76,0,3,5,5,0,3,0,3,3,2,0,0.0,6,4,0,2,3,0.01,0.0,3,3,1,1,1,1,3,1933,0,5,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,1,3,2,0,0,0,1,0,1,6,1,2,3,4,1,3,0,0,0,1,0,1,1,2,1,2,1,3,1,3,0,2,0,0,1,1,2,4,1,3,3,2,1,1,1,1,1,1,0,0,0,2,0.0,0,2,0,3,0,1,4,1,1,2,2,5,0,0,0,6,0.0,6,7.22,670.0,1.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,2,4,2,1,1,0,1,0,0,4,2,0.0,21.7,21.7,1.71,0,4.47,1,9.07,2,6.05,2,3.14,0,4.97,1,3.56,1,10.0,2,2.18,0,5.81,1,8.06,2.0,4,1,5.32,1,7.31,2,9.27,2,8.74,2,3.32,1,0.0,0,0.0,0,10.42,2,6.0,2,1.91,0,10.0,2,9.92,2,10.0,2,9.12,2,10.0,2,6.37,1,8.43,2,10.94,2,10.0,2,6.5,1,10.0,2,9.17,2,10.0,2,0.0,0,0.0,0,2.8,0
80,0,3,4,5,3,3,0,3,0,0,0,0.0,3,5,3,3,3,0.17,0.0,3,3,1,0,1,1,3,1933,1,5,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,3,3,2,0,0,0,2,0,2,4,2,2,3,3,1,1,1,0,0,1,0,1,1,0,1,0,1,2,1,4,0,2,0,0,1,2,2,4,1,3,1,4,1,1,1,1,2,1,0,1,0,2,0.0,0,1,0,2,1,1,4,0,1,2,2,4,0,0,0,6,0.0,2,7.03,242.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.8333333333333334,0.0,0.0,2,3,2,1,1,0,1,0,2,4,2,0.0,56.7,56.7,3.98,1,0.0,0,5.6,1,5.14,2,3.5,1,5.18,1,4.28,1,10.0,2,3.14,1,10.0,2,8.5,2.0,10,2,7.39,2,8.3,2,8.33,2,8.4,2,4.98,1,8.66,1,10.0,2,9.42,2,10.0,2,6.79,2,6.73,2,9.05,2,10.0,2,8.95,2,10.0,2,0.0,0,0.0,0,10.94,2,0.0,0,3.93,0,10.0,2,0.0,0,0.0,0,6.11,2,4.68,1,10.0,2
84,0,3,4,6,0,3,0,3,4,2,0,0.0,2,4,4,4,3,0.48,0.0,3,3,1,0,2,3,1,1854,1,5,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,1,3,2,0,1,0,1,0,2,5,0,10,3,3,1,1,0,0,0,0,1,1,0,1,1,0,1,3,3,1,1,1,0,0,1,1,0,1,1,4,2,3,2,1,0,0,1,1,0,0,0,1,0.0,0,2,0,4,0,0,4,0,1,2,3,4,0,0,0,6,0.007692307692307693,3,5.18,137.21428571428572,0.21428571428571427,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1,1,1,0,0,0,0,0,0,0.0,23.3,23.3,2.4,0,0.0,0,7.29,2,5.17,2,3.14,0,4.11,1,4.91,1,5.78,2,3.0,1,3.72,1,6.4,2.0,10,2,5.48,1,7.96,2,6.68,1,6.69,2,10.0,2,7.15,1,6.27,1,9.49,2,5.73,2,7.33,2,10.0,2,7.18,2,10.0,2,8.34,2,10.0,2,9.57,2,8.15,1,10.94,2,0.0,0,8.02,2,10.0,2,9.57,2,10.0,0,0.0,0,0.0,0,2.16,0
86,0,2,4,4,3,3,0,3,3,2,0,0.0,6,3,4,0,3,0.16,0.0,3,3,0,0,2,3,2,1865,1,5,0,0,0.0,1.0,0.2857142857142857,0.0,0.0,0.0,0,3,1,0,0,0,0,0,2,4,0,2,3,3,0,0,0,0,0,1,1,1,1,1,0,1,1,4,3,2,0,2,0,0,1,1,1,3,1,4,4,2,1,1,0,0,0,1,0,0,0,1,0.0,0,2,0,3,0,1,3,0,1,2,2,4,0,0,0,6,0.007692307692307693,2,4.18,137.21428571428572,0.21428571428571427,0.3787878787878788,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2,4,1,1,1,0,1,0,1,2,2,0.0,15.7,15.7,2.7,1,0.0,0,7.14,2,6.98,2,3.5,1,4.56,1,2.45,0,6.56,2,2.25,1,5.51,1,8.14,2.0,4,2,6.67,1,8.4,2,8.22,1,7.63,2,4.87,1,7.22,1,10.0,2,8.14,2,6.69,2,1.63,0,10.0,2,8.65,2,10.0,2,7.38,2,10.0,2,7.66,2,9.49,2,10.24,2,10.0,2,5.44,1,10.0,2,9.1,2,10.0,2,6.22,2,0.0,0,2.23,0
87,0,3,4,6,0,3,0,3,2,1,4,0.0,4,3,4,3,3,0.23,1.0,3,3,1,0,2,3,3,1815,0,0,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,1,3,0,0,0,0,2,0,2,5,0,2,2,3,1,0,0,0,0,1,2,2,1,0,0,0,1,1,1,3,0,2,0,0,1,1,1,4,1,2,4,4,1,1,0,1,1,1,0,0,0,2,0.0,0,2,0,4,0,0,4,0,1,0,1,5,0,0,0,6,0.0,2,5.19,137.21428571428572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2,1,1,0,3,0,1,4,2,4.7,14.0,9.3,1.41,0,0.0,0,7.39,2,5.61,2,3.62,1,10.0,2,3.72,2,10.0,2,3.29,1,10.0,2,7.32,2.0,6,2,3.43,0,8.54,2,8.47,2,7.69,2,6.4,2,10.37,2,4.65,1,11.0,2,0.0,2,5.81,1,10.0,2,8.87,2,10.0,2,8.72,2,10.0,2,6.66,1,8.06,2,10.94,2,7.5,2,8.13,2,10.0,2,9.11,2,10.0,2,0.0,0,0.0,0,2.06,0
89,0,3,4,6,0,2,0,3,1,1,0,0.0,1,5,3,4,3,0.11,1.0,3,3,2,0,2,3,3,1954,1,5,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,3,3,2,0,0,0,1,0,2,5,0,34,3,3,1,1,0,0,0,1,0,0,0,0,0,0,1,3,3,1,0,2,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0.0,1,2,0,4,0,0,4,0,1,1,3,4,0,0,0,6,0.0,0,6.33,156.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0,1,1,0,1,0,0,0,2,0.0,30.7,30.7,5.57,1,0.0,0,4.6,1,3.37,1,3.14,0,10.0,2,4.1,1,10.0,2,3.86,1,10.0,2,6.02,2.0,10,2,5.97,1,8.06,2,6.95,1,7.64,2,5.01,1,6.82,1,10.0,2,9.5,2,7.54,2,8.13,2,7.51,2,7.26,2,10.0,2,8.1,2,6.67,2,9.24,2,5.72,1,6.63,2,0.0,0,8.25,2,10.0,2,9.46,2,10.0,2,0.0,0,0.0,0,3.16,1
90,0,0,3,6,0,0,0,2,4,2,0,0.0,6,4,5,3,3,0.52,0.0,0,0,2,0,2,3,3,1339,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,1,2,3,5,2,1,1,0,0,0,2,254,3,0,0,0,0,0,0,1,2,2,1,2,1,0,2,3,2,0,2,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1.0,1,1,0,4,0,0,4,0,1,0,1,5,0,0,0,6,0.0,1,6.49,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,2,1,1,3,0,0,0,2,0.0,31.0,31.0,6.68,2,0.0,0,1.12,0,0.0,0,10.0,2,10.0,2,10.0,2,10.0,2,10.0,2,10.0,2,3.11,1.0,0,0,8.47,2,4.73,1,0.0,0,1.17,0,5.12,1,5.77,1,3.27,1,2.63,1,0.0,0,0.11,0,4.35,2,0.0,0,0.0,0,0.0,0,0.0,0,7.77,2,0.0,0,10.94,2,10.0,2,8.04,2,3.24,0,10.03,2,10.0,2,0.0,0,10.0,2,0.0,0
93,0,2,3,6,0,0,0,4,0,0,0,0.0,3,5,4,4,3,0.3,0.0,0,0,0,0,1,1,3,1608,1,5,0,0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,3,2,0,6,1,1,0,0,0,0,0,84,3,0,0,0,0,0,0,0,3,2,1,0,0,0,1,3,1,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0.0,2,0,1,3,0,2,4,0,1,2,2,3,0,0,0,0,0.0,0,6.951,137.21428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,2,1,1,2,0,0,1,1,0.0,31.7,31.7,0.51,0,3.55,1,7.21,2,10.0,2,1.38,0,10.0,2,4.15,1,10.0,2,1.59,0,10.0,2,2.1,1.0,10,2,6.41,1,5.61,1,7.65,1,1.71,0,4.23,1,6.12,1,10.0,2,3.62,1,7.96,2,3.41,1,3.13,1,0.0,0,0.0,0,0.0,0,0.0,0,8.79,2,0.0,0,3.28,1,0.0,0,2.47,0,2.96,0,9.87,2,0.0,0,6.13,2,7.82,2,2.59,0
100,0,1,4,6,0,0,0,4,0,1,0,0.0,3,2,4,4,3,0.54,0.0,3,3,2,0,1,1,3,1887,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,5,2,1,1,1,1,0,1,84,3,0,0,0,0,0,0,0,0,2,1,3,1,0,1,2,3,1,2,4,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0.0,2,2,0,4,0,0,4,0,1,0,1,4,0,0,0,0,0.0,0,6.67,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,2,1,1,0,0,2,0,0,0.0,42.3,42.3,5.54,1,0.0,0,5.69,1,0.0,0,4.14,1,4.17,1,4.62,1,5.88,2,3.36,1,10.0,2,3.36,1.0,10,2,8.1,2,6.14,1,8.57,2,3.81,1,6.14,2,0.0,0,0.0,0,7.32,2,6.97,2,4.41,1,2.97,1,0.0,0,0.0,0,0.0,0,0.0,0,8.91,2,0.0,0,4.06,1,0.0,0,7.55,2,2.9,0,10.02,2,0.0,0,0.0,0,7.12,2,2.21,0
102,0,3,4,6,0,0,0,4,3,2,0,0.0,4,1,3,4,3,0.52,0.0,3,3,1,0,2,3,3,1985,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,4,3,1,1,1,1,0,2,252,2,0,0,0,0,0,0,0,1,1,1,2,1,0,1,0,2,1,2,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1.0,2,2,1,3,1,1,4,0,1,0,1,5,0,0,0,6,0.0,1,6.56,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,2,1,1,0,0,1,0,2,0.0,18.3,18.3,4.67,1,0.0,0,3.81,1,3.61,1,1.41,0,4.21,1,2.93,0,6.04,2,2.0,0,4.02,1,4.76,1.0,4,1,4.73,1,6.88,2,6.02,1,4.97,1,5.68,2,0.0,0,0.0,0,6.24,2,0.0,0,3.65,1,3.37,1,0.0,0,0.0,0,0.0,0,0.0,0,9.3,2,0.0,0,10.94,2,7.5,2,7.64,2,2.96,0,10.07,2,0.0,0,0.0,0,5.21,1,2.58,0
105,0,2,4,6,0,3,0,4,4,2,4,0.0,2,5,4,4,3,0.82,0.0,3,3,2,0,2,3,3,1408,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,1,1,2,1,0,1,0,2,2,3,2,3,3,2,1,0,0,0,0,0,4,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1.0,2,2,0,4,0,0,4,0,1,0,1,2,0,0,0,3,0.0,1,5.5780957446808515,137.21428571428572,0.21428571428571427,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,1,1,0,4,0,2,1,2,4.7,66.23146067415729,62.378282828282835,6.55,2,0.0,0,0.9,0,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,0.97,0.0,0,0,9.25,2,4.23,1,0.0,0,1.11,0,10.0,2,4.86,1,4.24,1,4.31,1,0.0,0,4.63,1,7.52,2,5.27,1,10.0,2,5.92,1,10.0,2,7.86,2,7.43,2,10.94,2,0.0,0,8.21,2,10.0,2,9.83,2,10.0,2,0.0,0,4.54,1,0.0,0
110,0,2,4,6,0,3,0,3,4,2,1,0.0,3,4,5,4,3,0.23,0.0,3,3,1,0,2,1,3,1624,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,1,1,3,2,1,0,1,0,3,4,0,18,2,0,0,0,0,0,0,1,2,2,1,1,1,0,2,3,2,2,1,4,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1.0,1,2,0,3,0,1,4,1,1,2,2,2,0,0,0,6,0.0,0,5.48,137.21428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,2,1,0,0,3,0,0,2,2,3.3,36.3,33.0,7.49,2,0.0,0,0.96,0,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,4.86,1.0,0,0,7.87,2,7.39,2,0.0,0,3.62,0,4.41,1,0.0,0,0.0,0,7.55,2,6.23,2,5.84,1,8.68,2,7.57,2,10.0,2,7.49,2,10.0,2,8.1,2,7.79,2,2.76,1,0.0,0,8.37,2,10.0,2,9.66,2,10.0,2,0.0,0,7.98,2,1.09,0
111,0,2,3,5,3,3,0,3,0,1,2,0.0,5,5,1,4,3,0.16,0.0,3,3,2,0,2,3,3,2075,0,5,0,0,0.0,1.0,0.2857142857142857,0.0,0.0,0.0,0,1,2,1,0,3,0,3,2,2,1,5,0,1,2,0,1,0,0,1,3,2,0,0,0,0,1,2,1,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1.0,2,1,0,4,0,0,3,0,1,0,7,0,0,0,0,6,1.0,0,7.12,137.21428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,2,0,0,2,0,2,1,2,4.3,128.7,124.3,6.15,1,0.0,0,1.11,0,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,10.0,2,10.0,2,1.35,0.0,10,2,9.43,2,7.67,2,0.0,0,4.79,1,2.91,1,0.0,0,0.0,0,4.69,1,6.08,2,3.07,1,8.31,2,5.35,1,10.0,2,5.95,1,10.0,2,7.33,2,9.69,2,1.33,0,7.5,2,4.83,1,10.0,2,9.65,2,10.0,2,8.02,2,6.06,1,1.82,0
113,0,2,4,6,0,3,0,3,4,2,4,0.0,4,3,5,4,3,0.7,0.0,3,3,1,0,2,3,3,1579,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,1,3,0,1,1,1,1,0,3,3,2,2,3,2,1,1,1,0,0,1,2,1,1,2,0,0,1,3,2,2,0,1,0,0,2,2,2,4,1,3,2,4,2,1,0,0,1,0,0,1,1,1,1.0,1,2,0,3,1,1,4,0,1,0,1,3,0,0,0,2,0.0,1,5.95,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,1,1,0,0,3,0,0,4,2,3.4259459459459456,20.0,20.0,5.12,1,0.0,0,4.56,1,3.01,1,4.03,1,0.0,0,4.0,1,0.0,0,3.48,1,0.0,0,6.88,2.0,0,0,6.06,1,5.94,1,6.02,1,5.29,1,10.0,2,7.13,1,4.82,1,9.09,2,4.41,1,4.73,1,10.0,2,7.47,2,10.0,2,8.19,2,10.0,2,7.69,2,8.06,2,10.94,2,7.5,2,6.83,1,10.0,2,9.66,2,10.0,2,0.0,0,5.52,1,1.6,0
114,0,3,4,6,0,3,0,4,4,2,4,0.0,2,5,5,2,3,0.51,0.0,3,3,2,0,2,3,3,1698,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,1,1,2,1,0,2,2,2,3,3,2,7,0,2,1,0,0,0,0,1,4,1,1,0,0,0,2,2,1,0,3,3,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0.0,2,2,0,4,0,0,4,0,1,0,0,5,0,0,0,6,0.0,1,3.9,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,1,0,0,4,0,2,0,2,3.4259459459459456,55.0,55.0,4.54,1,0.0,0,4.89,1,0.0,0,3.86,1,0.0,0,5.2,1,0.0,0,2.0,0,0.0,0,3.04,1.0,0,0,7.75,2,6.28,1,8.67,2,4.14,1,7.42,2,0.0,0,0.0,0,6.42,2,0.0,0,7.21,2,8.39,2,7.76,2,10.0,2,7.35,2,10.0,2,8.5,2,7.07,2,10.94,2,0.0,0,9.11,2,10.0,2,10.15,2,10.0,2,0.0,0,0.0,0,0.0,0
127,0,3,4,6,0,3,0,3,4,2,3,0.0,2,3,5,3,3,0.51,0.0,3,3,1,0,2,3,2,1624,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,1,1,3,0,0,0,0,0,4,2,0,0,3,2,0,1,1,0,0,1,3,1,1,2,0,0,0,2,1,2,1,1,0,0,1,2,1,4,1,2,0,0,1,1,0,0,1,0,0,1,0,3,0.0,0,2,0,4,0,0,4,0,0,0,0,5,0,0,0,6,0.0,2,6.07,41.0,0.0,0.3787878787878788,0.0,0.0,0.0,0.0,0.0,0.0,1,5,2,3,0,0,2,0,2,2,2,7.7,66.23146067415729,62.378282828282835,4.402879728966687,1,0.0,0,4.240956488156539,1,2.9772750338876923,1,2.0426739973097665,0,0.0,0,4.727377224157548,1,0.0,0,2.549456257721821,1,0.0,0,5.609756097560975,1.0,0,0,7.261685976827808,2,6.700802435948824,2,7.111595016630783,1,5.370223128028723,1,10.0,2,7.7179528663107355,1,3.525584841905368,1,10.379974821755834,2,0.0,0,7.128243583110157,2,10.0,2,8.311911946077236,2,10.0,2,8.760647151772572,2,10.0,2,8.326561622555275,2,7.430779137153896,2,10.942986713853614,2,0.0,0,6.302339385222933,1,10.0,2,9.335759781619652,2,10.0,2,0.0,0,8.039337179573891,2,0.0,0
128,0,3,4,6,0,0,0,3,4,2,3,0.0,4,2,5,4,3,0.76,0.0,3,3,2,0,2,3,3,1579,0,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,1,0,2,1,0,1,0,1,4,2,0,3,2,0,0,0,0,0,0,0,3,1,1,0,0,1,2,2,1,1,3,1,0,0,1,1,1,4,1,4,3,4,2,1,0,0,1,0,0,4,0,0,1.0,2,2,0,4,0,0,4,0,1,0,1,5,0,0,0,6,0.0,1,3.96,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,0,3,0,3,2,0,2,0,2,3.4259459459459456,66.23146067415729,58.3,6.927583286278939,2,0.0,0,0.0,0,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,10.0,2,0.0,0,4.673485444531865,1.0,0,0,9.70834998002397,2,7.121270002775174,2,0.0,0,4.013856391350984,1,10.0,2,0.0,0,0.0,0,4.772755994452516,1,0.0,0,3.6502033430057383,1,5.4334488232218225,2,5.741351734330456,1,5.0,1,0.0,0,0.0,0,9.36927157201067,2,0.0,0,10.942986713853614,2,7.500000000000001,2,7.088426883381633,2,3.1589415615581844,0,9.565059144676978,2,3.333333333333333,0,0.0,0,6.163314639414338,2,0.0,0
131,0,1,4,6,0,3,0,3,4,2,4,0.0,4,4,4,2,3,0.46,0.0,3,3,2,0,0,3,4,1859,1,5,0,0,0.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.0,1,1,0,1,0,1,0,1,2,5,0,0,3,3,0,0,0,0,0,1,3,2,1,0,0,0,1,2,1,3,0,2,0,0,1,1,1,4,1,2,4,4,1,1,0,0,2,1,0,1,0,2,0.0,2,2,0,4,0,0,4,1,1,0,1,5,0,0,0,6,0.0,0,3.6,137.21428571428572,0.21428571428571427,0.3787878787878788,0.5,0.0,0.0,0.0,0.0,0.0,1,2,2,1,2,0,2,0,2,2,2,10.0,62.7,52.7,4.630152456239413,1,0.0,0,4.643650231719877,1,2.845140986561896,1,4.166230605839581,1,3.9267683003603278,1,4.976322011263424,1,5.508322751933511,2,2.744355814821626,1,0.0,0,6.726986624704956,2.0,0,0,7.346917032893861,2,7.608525526654574,2,8.102578625468492,1,6.443333740467281,2,7.358135530960835,2,6.769239065954807,1,0.0,0,7.666157715041118,2,0.0,0,4.9700522630966,1,8.452773982888973,2,7.52439634426317,2,10.0,2,7.598288038681823,2,10.0,2,6.403125963246302,1,8.061815840309078,2,3.3097586177383347,1,7.500000000000001,2,6.79922584074664,1,10.0,2,9.106460418562328,2,10.0,2,0.0,0,0.0,0,5.083661645422943,1
